geoid,geoName,totalPop,medianAge,medianIncome
21239,"Woodford County, Kentucky",26886,42.5,78295
22001,"Acadia Parish, Louisiana",57674,36.7,44977
22003,"Allen Parish, Louisiana",22798,38.5,52755
22005,"Ascension Parish, Louisiana",126973,36.2,93800
22007,"Assumption Parish, Louisiana",21067,41.9,47023
22009,"Avoyelles Parish, Louisiana",39529,38.6,38696
22011,"Beauregard Parish, Louisiana",36553,37.3,68525
22013,"Bienville Parish, Louisiana",12958,42.1,34268
22015,"Bossier Parish, Louisiana",128877,36,64598
22017,"Caddo Parish, Louisiana",236259,38.7,47572
22019,"Calcasieu Parish, Louisiana",210770,36.7,64370
22021,"Caldwell Parish, Louisiana",9658,40.2,45707
22023,"Cameron Parish, Louisiana",5447,43.3,69847
22025,"Catahoula Parish, Louisiana",8895,38.8,48259
22027,"Claiborne Parish, Louisiana",14203,42.3,32034
22029,"Concordia Parish, Louisiana",18677,37.8,38929
22031,"De Soto Parish, Louisiana",26821,39.3,49807
22033,"East Baton Rouge Parish, Louisiana",454369,34,62083
22035,"East Carroll Parish, Louisiana",7371,33.9,30856
22037,"East Feliciana Parish, Louisiana",19452,44.3,64709
22039,"Evangeline Parish, Louisiana",32335,36.9,34526
22041,"Franklin Parish, Louisiana",19752,39,41129
22043,"Grant Parish, Louisiana",22185,37.9,57362
22045,"Iberia Parish, Louisiana",69958,37.4,55190
22047,"Iberville Parish, Louisiana",30210,39.9,59410
22049,"Jackson Parish, Louisiana",15093,41.4,40406
22051,"Jefferson Parish, Louisiana",436171,39.8,63257
22053,"Jefferson Davis Parish, Louisiana",32277,37.9,52470
22055,"Lafayette Parish, Louisiana",243175,36.2,66617
22057,"Lafourche Parish, Louisiana",97220,38.8,61381
22059,"LaSalle Parish, Louisiana",14764,38.3,59926
22061,"Lincoln Parish, Louisiana",48323,28.3,37001
22063,"Livingston Parish, Louisiana",143425,36.6,77978
22065,"Madison Parish, Louisiana",10028,36.2,34508
22067,"Morehouse Parish, Louisiana",25438,40,37875
22069,"Natchitoches Parish, Louisiana",37478,33.3,41310
22071,"Orleans Parish, Louisiana",380408,37.9,51116
22073,"Ouachita Parish, Louisiana",159585,36.5,49261
22075,"Plaquemines Parish, Louisiana",23305,36.4,77996
22077,"Pointe Coupee Parish, Louisiana",20652,43.4,53045
22079,"Rapides Parish, Louisiana",129536,37.7,55407
22081,"Red River Parish, Louisiana",7631,37.8,43821
22083,"Richland Parish, Louisiana",20028,39.5,48125
22085,"Sabine Parish, Louisiana",22209,41.1,40777
22087,"St. Bernard Parish, Louisiana",44038,35.6,55857
22089,"St. Charles Parish, Louisiana",52191,38.8,79191
22091,"St. Helena Parish, Louisiana",10872,42.2,46402
22093,"St. James Parish, Louisiana",20090,40.4,62946
22095,"St. John the Baptist Parish, Louisiana",41986,37.9,65114
22097,"St. Landry Parish, Louisiana",82574,37.3,44478
22099,"St. Martin Parish, Louisiana",51856,39.5,50806
22101,"St. Mary Parish, Louisiana",49114,39.5,47322
22103,"St. Tammany Parish, Louisiana",266168,40.6,76914
22105,"Tangipahoa Parish, Louisiana",133953,35.7,55274
22107,"Tensas Parish, Louisiana",4127,47.4,35653
22109,"Terrebonne Parish, Louisiana",108862,36.9,63088
22111,"Union Parish, Louisiana",21049,42.5,47068
22113,"Vermilion Parish, Louisiana",57202,38.6,56194
22115,"Vernon Parish, Louisiana",48452,31.5,56547
22117,"Washington Parish, Louisiana",45514,40.6,41803
22119,"Webster Parish, Louisiana",36761,41.5,34263
22121,"West Baton Rouge Parish, Louisiana",27377,36.4,80510
22123,"West Carroll Parish, Louisiana",9800,41,45035
22125,"West Feliciana Parish, Louisiana",15358,42.6,71985
22127,"Winn Parish, Louisiana",13665,40.7,44922
23001,"Androscoggin County, Maine",111532,40.8,64500
23003,"Aroostook County, Maine",67237,48.5,50843
23005,"Cumberland County, Maine",303357,42.1,87710
23007,"Franklin County, Maine",29839,46.3,56890
23009,"Hancock County, Maine",55851,48.9,64149
23011,"Kennebec County, Maine",124003,44.3,62118
23013,"Knox County, Maine",40729,49,68904
23015,"Lincoln County, Maine",35466,51.3,69638
23017,"Oxford County, Maine",58276,48.2,54780
23019,"Penobscot County, Maine",152640,42.4,59438
23021,"Piscataquis County, Maine",16936,51.2,51805
23023,"Sagadahoc County, Maine",36868,46.7,77591
23025,"Somerset County, Maine",50656,47,53527
23027,"Waldo County, Maine",39772,47,62694
23029,"Washington County, Maine",31096,48.6,51669
23031,"York County, Maine",212691,45.2,79743
24001,"Allegany County, Maryland",68161,41.9,55248
24003,"Anne Arundel County, Maryland",588109,38.8,116009
24005,"Baltimore County, Maryland",850737,39.5,88157
24009,"Calvert County, Maryland",93244,40.4,128078
24011,"Caroline County, Maryland",33320,39.5,65326
24013,"Carroll County, Maryland",173225,41.5,111672
24015,"Cecil County, Maryland",103876,41,86869
24017,"Charles County, Maryland",167035,38.8,116882
24019,"Dorchester County, Maryland",32557,43.8,57490
24021,"Frederick County, Maryland",273829,38.9,115724
24023,"Garrett County, Maryland",28856,47.6,64447
24025,"Harford County, Maryland",261059,40.4,106417
24027,"Howard County, Maryland",332011,39.2,140971
24029,"Kent County, Maryland",19289,48.5,71635
24031,"Montgomery County, Maryland",1056910,39.8,125583
24033,"Prince George's County, Maryland",957189,38.2,97935
24035,"Queen Anne's County, Maryland",50316,44.6,108332
24037,"St. Mary's County, Maryland",113814,37,113668
24039,"Somerset County, Maryland",24672,38,52149
24041,"Talbot County, Maryland",37663,51.4,81667
24043,"Washington County, Maryland",154645,40.9,73017
24045,"Wicomico County, Maryland",103815,36.1,69421
24047,"Worcester County, Maryland",52827,50.6,76689
24510,"Baltimore city, Maryland",584548,36,58349
25001,"Barnstable County, Massachusetts",229436,54.5,90447
25003,"Berkshire County, Massachusetts",128763,47.5,69744
25005,"Bristol County, Massachusetts",576699,41,80628
25007,"Dukes County, Massachusetts",20543,49.2,93225
25009,"Essex County, Massachusetts",806103,40.9,94378
25011,"Franklin County, Massachusetts",70980,47.1,70383
25013,"Hampden County, Massachusetts",464575,39.5,66619
25015,"Hampshire County, Massachusetts",153931,39.3,84025
25017,"Middlesex County, Massachusetts",1623109,38.8,121304
25019,"Nantucket County, Massachusetts",14065,40.5,135590
25021,"Norfolk County, Massachusetts",722112,40.7,120621
25023,"Plymouth County, Massachusetts",529548,42.7,105387
25025,"Suffolk County, Massachusetts",785443,33.6,87669
25027,"Worcester County, Massachusetts",858898,40.2,88524
26001,"Alcona County, Michigan",10238,59.3,50295
26003,"Alger County, Michigan",8866,47.2,55528
26005,"Allegan County, Michigan",120189,40.4,75543
26007,"Alpena County, Michigan",28911,47.6,49133
26009,"Antrim County, Michigan",23662,51.5,68850
26011,"Arenac County, Michigan",15031,50,53487
26013,"Baraga County, Michigan",8245,46.5,51911
26015,"Barry County, Michigan",62581,42.2,75182
26017,"Bay County, Michigan",103752,43.6,57887
26019,"Benzie County, Michigan",18058,50.4,71327
26021,"Berrien County, Michigan",153938,42.5,60379
26023,"Branch County, Michigan",44795,40.9,60600
26025,"Calhoun County, Michigan",134011,40,58191
26027,"Cass County, Michigan",51604,45.3,65183
26029,"Charlevoix County, Michigan",26174,49.5,69764
26031,"Cheboygan County, Michigan",25709,52,59557
26033,"Chippewa County, Michigan",36670,40.8,58408
26035,"Clare County, Michigan",30998,48.2,47816
26037,"Clinton County, Michigan",79249,41.4,82594
26039,"Crawford County, Michigan",13197,51.4,57998
26041,"Delta County, Michigan",36839,47.6,53852
26043,"Dickinson County, Michigan",25937,47.2,59651
26045,"Eaton County, Michigan",109072,41.2,77158
26047,"Emmet County, Michigan",34072,45.8,69690
26049,"Genesee County, Michigan",405280,40.5,58594
26051,"Gladwin County, Michigan",25461,50.7,53717
26053,"Gogebic County, Michigan",14597,50.6,47913
26055,"Grand Traverse County, Michigan",95315,42.8,75553
26057,"Gratiot County, Michigan",41534,39.6,57934
26059,"Hillsdale County, Michigan",45698,42.8,59425
26061,"Houghton County, Michigan",37414,31.9,52736
26063,"Huron County, Michigan",31461,49.3,54475
26065,"Ingham County, Michigan",282540,33,62548
26067,"Ionia County, Michigan",66663,39.1,71720
26069,"Iosco County, Michigan",25319,53.1,46224
26071,"Iron County, Michigan",11585,53.4,52241
26073,"Isabella County, Michigan",64938,28.9,52638
26075,"Jackson County, Michigan",160637,41.1,62581
26077,"Kalamazoo County, Michigan",261426,34.6,67905
26079,"Kalkaska County, Michigan",17934,43.3,56380
26081,"Kent County, Michigan",657321,35.6,76247
26083,"Keweenaw County, Michigan",2088,57.2,55560
26085,"Lake County, Michigan",12285,51.8,45946
26087,"Lapeer County, Michigan",88687,44.5,75402
26089,"Leelanau County, Michigan",22426,55.2,82345
26091,"Lenawee County, Michigan",99263,42,65484
26093,"Livingston County, Michigan",194302,43.6,96135
26095,"Luce County, Michigan",5442,47.7,51015
26097,"Mackinac County, Michigan",10843,52.7,60620
26099,"Macomb County, Michigan",878453,41,73876
26101,"Manistee County, Michigan",25058,50,59467
26103,"Marquette County, Michigan",66376,39.1,63115
26105,"Mason County, Michigan",29178,46.7,60744
26107,"Mecosta County, Michigan",40128,40.6,54132
26109,"Menominee County, Michigan",23433,49.6,54074
26111,"Midland County, Michigan",83503,41.7,73643
26113,"Missaukee County, Michigan",15089,42.6,57667
26115,"Monroe County, Michigan",154823,42.6,72573
26117,"Montcalm County, Michigan",66901,40.6,61250
26119,"Montmorency County, Michigan",9261,56.2,46345
26121,"Muskegon County, Michigan",175947,39.4,61347
26123,"Newaygo County, Michigan",50130,42.4,59065
26125,"Oakland County, Michigan",1272264,41.1,92620
26127,"Oceana County, Michigan",26707,43.8,60691
26129,"Ogemaw County, Michigan",20820,50.6,50377
26131,"Ontonagon County, Michigan",5862,59.2,48316
26133,"Osceola County, Michigan",23022,43.5,54875
26135,"Oscoda County, Michigan",8264,52,48692
26137,"Otsego County, Michigan",25221,44.6,62865
26139,"Ottawa County, Michigan",296183,35.8,83932
26141,"Presque Isle County, Michigan",13083,56.1,55986
26143,"Roscommon County, Michigan",23556,57,49898
26145,"Saginaw County, Michigan",189821,41,56579
26147,"St. Clair County, Michigan",160257,44.1,66887
26149,"St. Joseph County, Michigan",60887,39.8,62281
26151,"Sanilac County, Michigan",40759,45.2,55740
26153,"Schoolcraft County, Michigan",8062,51.8,55071
26155,"Shiawassee County, Michigan",68124,43.2,62498
26157,"Tuscola County, Michigan",53218,44.7,59815
26159,"Van Buren County, Michigan",75636,40.8,65531
26161,"Washtenaw County, Michigan",370231,34.4,84245
26163,"Wayne County, Michigan",1781641,37.7,57223
26165,"Wexford County, Michigan",33766,42.2,58652
27001,"Aitkin County, Minnesota",15859,56.2,56406
27003,"Anoka County, Minnesota",363985,38.8,95782
27005,"Becker County, Minnesota",35202,42.5,68683
27007,"Beltrami County, Minnesota",46274,35,62173
27009,"Benton County, Minnesota",41300,36.2,70346
27011,"Big Stone County, Minnesota",5161,47.7,63024
27013,"Blue Earth County, Minnesota",69022,31.4,70906
27015,"Brown County, Minnesota",25880,42,67038
27017,"Carlton County, Minnesota",36362,41.6,74660
27019,"Carver County, Minnesota",107216,38.5,116308
27021,"Cass County, Minnesota",30288,49,61970
27023,"Chippewa County, Minnesota",12466,41.8,62112
27025,"Chisago County, Minnesota",56927,40.8,97446
27027,"Clay County, Minnesota",65307,32.8,75006
27029,"Clearwater County, Minnesota",8541,41.6,62723
27031,"Cook County, Minnesota",5611,52.2,71937
27033,"Cottonwood County, Minnesota",11481,41.4,63586
27035,"Crow Wing County, Minnesota",66558,45,65975
27037,"Dakota County, Minnesota",439179,38.4,101360
27039,"Dodge County, Minnesota",20893,38.3,92890
27041,"Douglas County, Minnesota",39081,44.2,72472
27043,"Faribault County, Minnesota",13931,44.6,64000
27045,"Fillmore County, Minnesota",21251,42.1,73234
27047,"Freeborn County, Minnesota",30857,44.1,65679
27049,"Goodhue County, Minnesota",47697,42,78338
27051,"Grant County, Minnesota",6091,44.3,67600
27053,"Hennepin County, Minnesota",1270787,37.2,92595
27055,"Houston County, Minnesota",18826,44.6,71580
27057,"Hubbard County, Minnesota",21479,48.1,67197
27059,"Isanti County, Minnesota",41257,40.2,84063
27061,"Itasca County, Minnesota",45054,46.8,63962
27063,"Jackson County, Minnesota",9990,44.4,68368
27065,"Kanabec County, Minnesota",16145,44.8,68995
27067,"Kandiyohi County, Minnesota",43686,40,73285
27069,"Kittson County, Minnesota",4191,48,66000
27071,"Koochiching County, Minnesota",12072,50.6,59779
27073,"Lac qui Parle County, Minnesota",6736,48.7,66967
27075,"Lake County, Minnesota",10915,49.7,73860
27077,"Lake of the Woods County, Minnesota",3786,51.2,61667
27079,"Le Sueur County, Minnesota",28795,41.3,87180
27081,"Lincoln County, Minnesota",5630,44.6,64750
27083,"Lyon County, Minnesota",25352,36.8,68919
27085,"McLeod County, Minnesota",36727,41.3,73296
27087,"Mahnomen County, Minnesota",5389,35.1,52739
27089,"Marshall County, Minnesota",9017,42.8,69396
27091,"Martin County, Minnesota",19960,44.8,61674
27093,"Meeker County, Minnesota",23352,42.3,75926
27095,"Mille Lacs County, Minnesota",26680,40.8,68088
27097,"Morrison County, Minnesota",34023,42.2,66264
27099,"Mower County, Minnesota",40082,39.1,66972
27101,"Murray County, Minnesota",8170,46.7,71500
27103,"Nicollet County, Minnesota",34380,37.1,79113
27105,"Nobles County, Minnesota",22194,36.4,62973
27107,"Norman County, Minnesota",6457,43.7,65278
27109,"Olmsted County, Minnesota",162307,37.6,90420
27111,"Otter Tail County, Minnesota",60072,46.1,67990
27113,"Pennington County, Minnesota",13995,39.8,71504
27115,"Pine County, Minnesota",29090,45.6,65059
27117,"Pipestone County, Minnesota",9380,40,68341
27119,"Polk County, Minnesota",31128,39.3,69540
27121,"Pope County, Minnesota",11312,46.2,71212
27123,"Ramsey County, Minnesota",547202,35.7,78108
27125,"Red Lake County, Minnesota",3912,42.9,73889
27127,"Redwood County, Minnesota",15428,40.4,65617
27129,"Renville County, Minnesota",14707,42.3,66313
27131,"Rice County, Minnesota",67152,37.1,78214
27133,"Rock County, Minnesota",9659,40.9,75060
27135,"Roseau County, Minnesota",15294,42.1,70122
27137,"St. Louis County, Minnesota",200122,41.2,66491
27139,"Scott County, Minnesota",151347,37.3,118268
27141,"Sherburne County, Minnesota",97820,36.6,99431
27143,"Sibley County, Minnesota",14950,41.9,74781
27145,"Stearns County, Minnesota",158622,34.9,73105
27147,"Steele County, Minnesota",37396,39.9,79722
27149,"Stevens County, Minnesota",9682,33.8,69737
27151,"Swift County, Minnesota",9806,43.8,58362
27153,"Todd County, Minnesota",25277,43.3,63216
27155,"Traverse County, Minnesota",3345,45.3,63456
27157,"Wabasha County, Minnesota",21460,45.4,75063
27159,"Wadena County, Minnesota",14108,40,54747
27161,"Waseca County, Minnesota",18953,40.2,71856
27163,"Washington County, Minnesota",268651,39.8,110828
27165,"Watonwan County, Minnesota",11205,41,65197
27167,"Wilkin County, Minnesota",6454,41.9,67114
27169,"Winona County, Minnesota",49792,35.6,66162
27171,"Wright County, Minnesota",142543,37.4,102980
27173,"Yellow Medicine County, Minnesota",9569,42.3,70605
28001,"Adams County, Mississippi",29425,41.5,37271
28003,"Alcorn County, Mississippi",34717,40.1,47716
28005,"Amite County, Mississippi",12683,48.2,34866
28007,"Attala County, Mississippi",17842,39.1,42680
28009,"Benton County, Mississippi",7637,41.7,38750
28011,"Bolivar County, Mississippi",30688,36.6,37845
28013,"Calhoun County, Mississippi",13193,42.8,44505
28015,"Carroll County, Mississippi",9930,45.5,42285
28017,"Chickasaw County, Mississippi",17024,39.3,40224
28019,"Choctaw County, Mississippi",8208,43,41887
28021,"Claiborne County, Mississippi",9044,33.9,34282
28023,"Clarke County, Mississippi",15553,42.1,46329
28025,"Clay County, Mississippi",18598,39.5,37412
28027,"Coahoma County, Mississippi",21264,35.7,36075
28029,"Copiah County, Mississippi",28210,39.6,46889
28031,"Covington County, Mississippi",18323,37.8,40164
28033,"DeSoto County, Mississippi",186214,37.1,79666
28035,"Forrest County, Mississippi",77917,31.9,49340
28037,"Franklin County, Mississippi",7690,42.7,43942
28039,"George County, Mississippi",24547,36.4,51349
28041,"Greene County, Mississippi",13672,39.7,50000
28043,"Grenada County, Mississippi",21474,38.4,45745
28045,"Hancock County, Mississippi",46010,45.4,63623
28047,"Harrison County, Mississippi",208748,37.6,55211
28049,"Hinds County, Mississippi",226541,36.1,48596
28051,"Holmes County, Mississippi",16848,35.5,28818
28053,"Humphreys County, Mississippi",7744,38.4,31907
28055,"Issaquena County, Mississippi",1206,43.1,17900
28057,"Itawamba County, Mississippi",23888,39.9,57252
28059,"Jackson County, Mississippi",143721,39.4,60045
28061,"Jasper County, Mississippi",16320,41.5,43914
28063,"Jefferson County, Mississippi",7207,41.3,31544
28065,"Jefferson Davis County, Mississippi",11291,44.5,36473
28067,"Jones County, Mississippi",67152,37.7,49451
28069,"Kemper County, Mississippi",8980,39.7,42947
28071,"Lafayette County, Mississippi",56172,30.7,59748
28073,"Lamar County, Mississippi",64425,37.3,67972
28075,"Lauderdale County, Mississippi",72741,38.5,45649
28077,"Lawrence County, Mississippi",11933,41.1,41096
28079,"Leake County, Mississippi",21335,40.5,46669
28081,"Lee County, Mississippi",83343,37.4,64479
28083,"Leflore County, Mississippi",27920,34.4,33115
28085,"Lincoln County, Mississippi",34855,40.7,47069
28087,"Lowndes County, Mississippi",58547,37.1,53687
28089,"Madison County, Mississippi",109257,38.4,79105
28091,"Marion County, Mississippi",24362,40.3,38399
28093,"Marshall County, Mississippi",33980,41.9,51431
28095,"Monroe County, Mississippi",34168,41.4,51190
28097,"Montgomery County, Mississippi",9803,42,36845
28099,"Neshoba County, Mississippi",28970,37,47400
28101,"Newton County, Mississippi",21275,38.2,49160
28103,"Noxubee County, Mississippi",10261,40.4,42298
28105,"Oktibbeha County, Mississippi",51388,25.4,42953
28107,"Panola County, Mississippi",33157,39.4,47894
28109,"Pearl River County, Mississippi",56351,40.8,54220
28111,"Perry County, Mississippi",11511,42.3,48333
28113,"Pike County, Mississippi",40098,37.3,40131
28115,"Pontotoc County, Mississippi",31202,35.7,54414
28117,"Prentiss County, Mississippi",24945,38,51578
28119,"Quitman County, Mississippi",6113,40.1,31192
28121,"Rankin County, Mississippi",157185,38.9,76460
28123,"Scott County, Mississippi",27943,36.7,44968
28125,"Sharkey County, Mississippi",3910,37,41000
28127,"Simpson County, Mississippi",25889,40.4,50867
28129,"Smith County, Mississippi",14310,42.8,51983
28131,"Stone County, Mississippi",18360,39.4,55894
28133,"Sunflower County, Mississippi",25867,36.7,37403
28135,"Tallahatchie County, Mississippi",12621,37.7,35428
28137,"Tate County, Mississippi",28094,38.3,61286
28139,"Tippah County, Mississippi",21769,39.6,47968
28141,"Tishomingo County, Mississippi",18837,43.6,45545
28143,"Tunica County, Mississippi",9787,33.2,41676
28145,"Union County, Mississippi",27880,38.6,55970
28147,"Walthall County, Mississippi",13888,40,37145
28149,"Warren County, Mississippi",44341,39.9,54117
28151,"Washington County, Mississippi",44604,37.9,38394
28153,"Wayne County, Mississippi",19760,38.8,34875
28155,"Webster County, Mississippi",9942,40.1,55657
28157,"Wilkinson County, Mississippi",8531,38.9,34928
28159,"Winston County, Mississippi",17741,41.9,45516
28161,"Yalobusha County, Mississippi",12499,41.8,47006
28163,"Yazoo County, Mississippi",27467,36.8,41867
29001,"Adair County, Missouri",25299,29,51020
29003,"Andrew County, Missouri",18069,41.5,68774
29005,"Atchison County, Missouri",5270,48.1,58521
29007,"Audrain County, Missouri",24873,40.4,51745
29009,"Barry County, Missouri",34701,43.2,55592
29011,"Barton County, Missouri",11683,40.7,48105
29013,"Bates County, Missouri",16101,40.7,54122
29015,"Benton County, Missouri",19616,54.1,50229
29017,"Bollinger County, Missouri",10658,44.7,52306
29019,"Boone County, Missouri",184043,31.8,66564
29021,"Buchanan County, Missouri",84544,38.6,58303
29023,"Butler County, Missouri",42280,40.7,47245
29025,"Caldwell County, Missouri",8876,42.7,58269
29027,"Callaway County, Missouri",44517,39.6,70599
29029,"Camden County, Missouri",43227,52.6,59834
29031,"Cape Girardeau County, Missouri",81703,36.9,65070
29033,"Carroll County, Missouri",8513,43.7,59101
29035,"Carter County, Missouri",5299,42,45737
29037,"Cass County, Missouri",108205,39.9,82473
29039,"Cedar County, Missouri",14314,44.8,43589
29041,"Chariton County, Missouri",7417,45.7,61910
29043,"Christian County, Missouri",89568,39.1,75787
29045,"Clark County, Missouri",6693,42.8,53362
29047,"Clay County, Missouri",253085,37.5,82264
29049,"Clinton County, Missouri",21155,40.9,66494
29051,"Cole County, Missouri",76890,39.6,70667
29053,"Cooper County, Missouri",16893,38.8,62239
29055,"Crawford County, Missouri",23023,42.3,52367
29057,"Dade County, Missouri",7598,46.5,46806
29059,"Dallas County, Missouri",17158,41.7,46547
29061,"Daviess County, Missouri",8418,40.4,59706
29063,"DeKalb County, Missouri",11838,41.7,67910
29065,"Dent County, Missouri",14509,43.7,51410
29067,"Douglas County, Missouri",11803,47,47848
29069,"Dunklin County, Missouri",28174,39.4,44868
29071,"Franklin County, Missouri",104858,40.9,70111
29073,"Gasconade County, Missouri",14801,46.3,62638
29075,"Gentry County, Missouri",6219,40.2,53799
29077,"Greene County, Missouri",299188,36.3,54968
29079,"Grundy County, Missouri",9878,40.2,51045
29081,"Harrison County, Missouri",8190,42.2,51809
29083,"Henry County, Missouri",22064,44.2,54903
29085,"Hickory County, Missouri",8452,55.7,33302
29087,"Holt County, Missouri",4274,47.8,55153
29089,"Howard County, Missouri",10142,38.3,59023
29091,"Howell County, Missouri",39960,40.7,46401
29093,"Iron County, Missouri",9538,45.1,53401
29095,"Jackson County, Missouri",715526,37,65169
29097,"Jasper County, Missouri",122788,36.6,54963
29099,"Jefferson County, Missouri",226984,39.9,77217
29101,"Johnson County, Missouri",54025,31,62503
29103,"Knox County, Missouri",3772,41.9,49167
29105,"Laclede County, Missouri",36060,39.5,49202
29107,"Lafayette County, Missouri",32858,41.4,78397
29109,"Lawrence County, Missouri",38231,38.7,52225
29111,"Lewis County, Missouri",9987,39.1,49779
29113,"Lincoln County, Missouri",60172,37.1,82543
29115,"Linn County, Missouri",11892,42,58435
29117,"Livingston County, Missouri",14402,39.2,58772
29119,"McDonald County, Missouri",23381,38.2,46494
29121,"Macon County, Missouri",15173,43,54113
29123,"Madison County, Missouri",12649,41.4,54042
29125,"Maries County, Missouri",8454,45.2,56491
29127,"Marion County, Missouri",28525,39,62492
29129,"Mercer County, Missouri",3517,41.7,55592
29131,"Miller County, Missouri",24855,41.1,53490
29133,"Mississippi County, Missouri",12305,42.1,40833
29135,"Moniteau County, Missouri",15401,37.6,66792
29137,"Monroe County, Missouri",8668,45.8,50245
29139,"Montgomery County, Missouri",11421,43.8,58660
29141,"Morgan County, Missouri",21169,46,48841
29143,"New Madrid County, Missouri",16341,41.8,44092
29145,"Newton County, Missouri",59019,40.2,60313
29147,"Nodaway County, Missouri",21140,33.5,53917
29149,"Oregon County, Missouri",8783,44.7,41365
29151,"Osage County, Missouri",13374,41.4,70313
29153,"Ozark County, Missouri",8688,52.6,39125
29155,"Pemiscot County, Missouri",15555,39.2,37426
29157,"Perry County, Missouri",18970,41.4,61486
29159,"Pettis County, Missouri",43059,38,57581
29161,"Phelps County, Missouri",44843,36,53242
29163,"Pike County, Missouri",17719,39.9,53363
29165,"Platte County, Missouri",107033,38.7,92543
29167,"Polk County, Missouri",31877,38.9,54487
29169,"Pulaski County, Missouri",53726,27.7,62541
29171,"Putnam County, Missouri",4698,46.1,50950
29173,"Ralls County, Missouri",10356,45.5,62615
29175,"Randolph County, Missouri",24652,39.8,51480
29177,"Ray County, Missouri",23122,42,69779
29179,"Reynolds County, Missouri",6102,46.2,43856
29181,"Ripley County, Missouri",10839,41.1,42541
29183,"St. Charles County, Missouri",406262,39.4,99596
29185,"St. Clair County, Missouri",9330,48.2,43483
29186,"Ste. Genevieve County, Missouri",18494,44,61215
29187,"St. Francois County, Missouri",66814,39.4,53083
29189,"St. Louis County, Missouri",999703,40.2,78067
29195,"Saline County, Missouri",23219,35.5,55396
29197,"Schuyler County, Missouri",4066,39.4,53728
29199,"Scotland County, Missouri",4720,36,58656
29201,"Scott County, Missouri",38055,39.4,54621
29203,"Shannon County, Missouri",7132,46.9,46767
29205,"Shelby County, Missouri",6049,42.9,50387
29207,"Stoddard County, Missouri",28656,41.3,51703
29209,"Stone County, Missouri",31314,54.6,58392
29211,"Sullivan County, Missouri",5983,43.9,53438
29213,"Taney County, Missouri",56202,42.3,54467
29215,"Texas County, Missouri",24828,42.6,42870
29217,"Vernon County, Missouri",19777,41.8,53318
29219,"Warren County, Missouri",35729,41.3,75531
29221,"Washington County, Missouri",23580,39.8,49364
29223,"Wayne County, Missouri",11081,49.2,42758
29225,"Webster County, Missouri",39265,36.8,65103
29227,"Worth County, Missouri",1982,48.7,43536
29229,"Wright County, Missouri",18475,41.1,43573
29510,"St. Louis city, Missouri",298018,36.5,52941
30001,"Beaverhead County, Montana",9469,42.3,55867
30003,"Big Horn County, Montana",13090,31.6,52463
30005,"Blaine County, Montana",7030,33.6,58507
30007,"Broadwater County, Montana",6977,47.4,61679
30009,"Carbon County, Montana",10645,50.7,66780
30011,"Carter County, Montana",1332,56.8,46486
30013,"Cascade County, Montana",84423,37.9,61351
30015,"Chouteau County, Montana",5897,42.4,51791
30017,"Custer County, Montana",11957,42.8,61114
30019,"Daniels County, Montana",1535,52.4,47378
30021,"Dawson County, Montana",8915,42.8,68168
30023,"Deer Lodge County, Montana",9435,49.6,46436
30025,"Fallon County, Montana",2941,37.2,79750
30027,"Fergus County, Montana",11496,46.7,58321
30029,"Flathead County, Montana",105950,42.3,68025
30031,"Gallatin County, Montana",119685,33.5,83434
30033,"Garfield County, Montana",976,42,61786
30035,"Glacier County, Montana",13781,34.2,41078
30037,"Golden Valley County, Montana",841,54.9,54792
30039,"Granite County, Montana",3368,54.7,53917
30041,"Hill County, Montana",16238,33.4,58427
30043,"Jefferson County, Montana",12273,47.4,73875
30045,"Judith Basin County, Montana",2039,50.2,58750
30047,"Lake County, Montana",31509,43.7,58009
30049,"Lewis and Clark County, Montana",71487,41.2,71967
30051,"Liberty County, Montana",1993,36.9,48047
30053,"Lincoln County, Montana",20157,52.5,44593
30055,"McCone County, Montana",1746,54,79022
30057,"Madison County, Montana",8742,54.3,61226
30059,"Meagher County, Montana",1948,57.6,55753
30061,"Mineral County, Montana",4652,50.3,56098
30063,"Missoula County, Montana",118541,36.7,66840
30065,"Musselshell County, Montana",4924,52,54875
30067,"Park County, Montana",17320,46.2,67602
30069,"Petroleum County, Montana",416,49.6,57981
30071,"Phillips County, Montana",4233,45.9,61250
30073,"Pondera County, Montana",5987,41.6,59861
30075,"Powder River County, Montana",1773,49.9,60313
30077,"Powell County, Montana",6998,45.5,60994
30079,"Prairie County, Montana",1283,47.2,44107
30081,"Ravalli County, Montana",44876,49,67424
30083,"Richland County, Montana",11366,38.3,67515
30085,"Roosevelt County, Montana",10799,30.4,51038
30087,"Rosebud County, Montana",8310,36.4,57656
30089,"Sanders County, Montana",12615,54.7,47110
30091,"Sheridan County, Montana",3700,43.8,67457
30093,"Silver Bow County, Montana",35306,40.3,56297
30095,"Stillwater County, Montana",8978,48,78380
30097,"Sweet Grass County, Montana",3697,43.6,64872
30099,"Teton County, Montana",6238,42.4,65224
30101,"Toole County, Montana",5018,40.4,54040
30103,"Treasure County, Montana",680,54.3,70096
30105,"Valley County, Montana",7552,43.2,59725
30107,"Wheatland County, Montana",2060,49.1,48272
30109,"Wibaux County, Montana",1119,46.4,58750
30111,"Yellowstone County, Montana",165524,38.4,72300
31001,"Adams County, Nebraska",31143,38,61502
31003,"Antelope County, Nebraska",6302,42.5,61924
